3181,443,64,22
3183,444,68,16
3186,445,77,91
3189,446,52,94
3201,447,49,1
3203,448,2,67
3222,449,92,1
3254,450,26,1
3273,451,74,1
3280,452,81,1
3283,453,84,1
3293,454,40,14
3299,455,51,16
3308,456,6,27
3315,457,23,84
3328,458,93,1
3329,459,55,1
3336,460,65,44
3346,461,32,87
3348,462,11,81
3355,463,50,1
3356,464,22,10
3358,465,56,23
3358,466,32,97
3364,467,4,1
3372,468,40,1
3375,469,99,25
3399,470,4,1
3404,471,79,63
3408,472,21,70
3417,473,60,1
3422,474,61,1
3428,475,81,1
3439,476,71,46
3441,477,56,1
3447,478,2,1
3465,479,43,1
3467,480,95,32
3473,481,90,1
3477,482,96,60
3481,483,47,83
3481,484,62,1
3489,485,75,1
3502,486,67,41
3504,487,71,1
3519,488,25,1
3532,489,36,74
3538,490,52,24
3546,491,42,1
3563,492,16,1
3566,493,23,73
3571,494,14,61
3575,495,41,1
3580,496,37,1
3582,497,53,10
3587,498,5,1
3591,499,24,59
